11a	5	-0.0130061059461	0.43767197875
11a	50	0.00203171073687	0.500026203883
11a	100	0.000152222922657	0.501132451182
11a	200	0.000479784678693	0.503067088039
11a	1000	0.000228048874613	0.503734751177
11a	5000	1.78135196598e-05	0.504051601469
11a	10000	9.87351844323e-05	0.503918405249
11a	100000	5.82912072074e-06	0.504770633188
11a	1000000	5.43643284575e-05	0.502825302779
14a	5	-0.00118785270784	0.467228116019
14a	50	0.000526054917529	0.534734109636
14a	100	0.000234995118827	0.537386933082
14a	200	0.000248939698785	0.539013556174
14a	1000	3.5289516286e-05	0.540216696379
14a	5000	-0.000102068445206	0.540733733936
14a	10000	-0.000230699423828	0.539238226997
14a	100000	2.69323397438e-05	0.539798302845
14a	1000000	0.000106796673596	0.540362414158
37a	5	-0.0216891965229	0.500891847213
37a	50	-0.00195654489776	0.607190122419
37a	100	0.000340808249462	0.611618414349
37a	200	-0.000432315091062	0.61335280596
37a	1000	-8.65944369796e-05	0.614883895181
37a	5000	-6.54710889881e-05	0.614924512046
37a	10000	-0.000135600041586	0.614890545763
37a	100000	-1.24136248899e-05	0.614779579346
37a	1000000	0.000169257588052	0.615234048733
43a	5	0.0122417286948	0.466303502234
43a	50	-0.00104325288871	0.631637553157
43a	100	0.000109698328807	0.637482338125
43a	200	-0.000576046207814	0.638827509218
43a	1000	2.73106359434e-05	0.640849301002
43a	5000	-1.11859536549e-05	0.641551804334
43a	10000	-2.89054369157e-05	0.640699189411
43a	100000	-7.50232838715e-05	0.640517038867
43a	1000000	2.23653247446e-05	0.640313988751
128b	5	-0.00860652279767	1.05972605818
128b	50	-0.0185439744345	1.08151040822
128b	100	-0.00317133745489	1.08478943072
128b	200	-0.0031984836799	1.08568854145
128b	1000	0.000143294715325	1.08833480691
128b	5000	-0.000341164812716	1.08774026876
128b	10000	-0.000360097760252	1.08795138599
128b	100000	9.10108587667e-05	1.08804075963
128b	1000000	-0.000134683299867	1.08772517017
160a	5	0.133457381867	0.700212291024
160a	50	-0.00248077540138	0.839772230141
160a	100	-0.000841493018962	0.840470897811
160a	200	0.00127339887755	0.841817633976
160a	1000	2.07594213808e-05	0.84538342971
160a	5000	-0.000517700674947	0.84521769636
160a	10000	-0.00096186054288	0.844634449228
160a	100000	-0.000285974353059	0.844792893698
160a	1000000	0.000202141304747	0.846233386161
192a	5	0.173992501708	0.697274530887
192a	50	-0.000286140361277	0.863330765409
192a	100	0.0025633097781	0.861409133128
192a	200	0.00157608313824	0.866516585803
192a	1000	0.000320410775031	0.869196500419
192a	5000	-0.000344638183815	0.868982781883
192a	10000	0.000124781740902	0.867806031162
192a	100000	0.000163276637013	0.869569625851
192a	1000000	-0.000120584457936	0.868895192366
389a	5	0.117163704939	0.832691718216
389a	50	-0.000384040358887	0.889457076102
389a	100	0.00114796277098	0.893966548431
389a	200	0.00337434621904	0.89676966355
389a	1000	2.44143960108e-05	0.900392071371
389a	5000	-3.63996934329e-05	0.900934848812
389a	10000	0.0041374923663	0.901651065061
389a	100000	-0.0025450044813	0.901741724193
389a	1000000	-0.000158994181271	0.90127149555
433a	5	0.117087043025	0.726724281522
433a	50	-0.00659447075199	0.871848527837
433a	100	-0.00124974030861	0.886817294083
433a	200	0.000567553754438	0.887904713057
433a	1000	3.79511052225e-05	0.891335771847
433a	5000	-0.000390552649052	0.890369746929
433a	10000	-0.000136444773635	0.890350148868
433a	100000	-1.12545812843e-05	0.890379603037
433a	1000000	0.000357558102033	0.893357167984
816b	5	-0.863496637669	0.885427563156
816b	50	-0.045006103457	1.49461007236
816b	100	-0.0128847518471	1.50961031322
816b	200	-0.00195998969913	1.51433387896
816b	1000	-0.0020486220813	1.5167765186
816b	5000	-7.6763999851e-05	1.51745940744
816b	10000	-2.84220940487e-05	1.51699160928
816b	100000	0.00013230606885	1.51763831091
816b	1000000	-3.89266357248e-05	1.51696566104
2340i	5	-0.135456444081	0.686936620939
2340i	50	-0.00504544063524	1.33305829659
2340i	100	0.00480312660732	1.33593000184
2340i	200	-0.00392976364497	1.34471213067
2340i	1000	-0.000625213248734	1.35007154623
2340i	5000	0.000358278695809	1.35023682698
2340i	10000	-0.000471550594512	1.35053738737
2340i	100000	-0.000107792346074	1.3516647684
2340i	1000000	0.00250991744258	1.35102988823
2379b	5	-0.821335663252	1.21194124094
2379b	50	-0.0460060561334	1.65830436538
2379b	100	-0.0210861485327	1.67642715809
2379b	200	-0.0036137902842	1.68616827579
2379b	1000	-0.00155924122975	1.68544897328
2379b	5000	0.000487528198178	1.68613182162
2379b	10000	0.000144862936552	1.68109641929
2379b	100000	3.83368216044e-05	1.68607302638
2379b	1000000	4.15146554719e-05	1.68138406001
2432d	5	-0.0628795567263	0.919270618754
2432d	50	0.0072324721446	1.11828857029
2432d	100	-0.00241994897035	1.12070215256
2432d	200	0.00199316343399	1.13467742867
2432d	1000	0.00223278899585	1.14049745272
2432d	5000	-7.27453509386e-05	1.1421231352
2432d	10000	0.000155560594506	1.14294452889
2432d	100000	0.000333446904564	1.14292882837
2432d	1000000	0.000655258672654	1.14169693922
3776h	5	0.0900210770603	0.751280849874
3776h	50	0.00397576449284	1.20067548008
3776h	100	-0.00361853373003	1.21848387216
3776h	200	0.00111819704576	1.22181091093
3776h	1000	-0.00087152175858	1.22701314712
3776h	5000	-0.000377885341717	1.22847944164
3776h	10000	-0.000413548582799	1.22910481598
3776h	100000	-2.94019302736e-05	1.22601593598
3776h	1000000	0.00293713497691	1.22853447443
5077a	5	0.107783238371	0.9782276369
5077a	50	-0.000537315969759	1.18006729505
5077a	100	-0.00116610822624	1.19249468931
5077a	200	-0.000185395487144	1.19926453079
5077a	1000	0.000208293239568	1.20346649324
5077a	5000	-0.000233660529036	1.20443537399
5077a	10000	-0.00041540169911	1.20565182517
5077a	100000	9.9169776892e-05	1.20535243731
5077a	1000000	-9.41999868742e-05	1.20384293802
5423a	5	2.51968948897	1.56735244587
5423a	50	0.122916958796	2.68620816166
5423a	100	0.0528756121348	2.72538551043
5423a	200	0.0287798192048	2.7071110664
5423a	1000	0.00261642223045	2.71370114239
5423a	5000	0.000157014657746	2.71435286073
5423a	10000	0.000653980495144	2.71328537313
5423a	100000	-0.0004754314244	2.71402004569
5423a	1000000	-0.000216743863835	2.71328406886
10336d	5	-0.230820482563	1.58135215647
10336d	50	-0.0257310648886	1.5944211456
10336d	100	0.00337324646195	1.60441179481
10336d	200	-0.010361690121	1.60589143135
10336d	1000	0.000456715635177	1.6135661387
10336d	5000	0.000933503754376	1.61484005
10336d	10000	0.000231533679201	1.61537547071
10336d	100000	4.10028725789e-05	1.61469900157
10336d	1000000	3.22287648916e-05	1.6156013335
11197a	5	0.127292056305	0.869578285269
11197a	50	-0.0124384548199	1.29321544393
11197a	100	0.00130285532998	1.30083305845
11197a	200	-0.00438764629455	1.30661521392
11197a	1000	-0.000105511146936	1.31255725876
11197a	5000	0.000104770152574	1.31277183551
11197a	10000	-0.000133651093303	1.31381453169
11197a	100000	-8.45092046767e-05	1.31327665483
11197a	1000000	5.03551098992e-05	1.31242863448
29862s	5	2.89639008724	1.42429965227
29862s	50	0.157273278205	2.92662184329
29862s	100	-0.0342139269301	2.93527806763
29862s	200	-0.00186443280267	2.94430297769
29862s	1000	-0.00303059610725	2.95447898944
29862s	5000	0.00155943882516	2.95556116179
29862s	10000	-0.000427364819049	2.95683502879
29862s	100000	3.23232093138e-05	2.9565368504
29862s	1000000	-5.93092296752e-05	2.95598816561
